Date,Time,ns1:sex,ns1:lat,lat,Latitudes,ns1:lon,lon,Longitudes
11-12-1938,16:00:00,M,362200N,362200,36.22,0063700E,63700,0.637
13-12-1938,02:40:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
13-12-1938,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
16-12-1938,19:20:00,F,354200N,354200,35.42,1394600E,1394600,13.946
16-12-1938,19:20:00,M,354200N,354200,35.42,1394600E,1394600,13.946
18-12-1938,21:40:00,M,315800N,315800,31.58,0951700W,951700,-9.517
21-12-1938,21:00:00,M,375800N,375800,37.58,1220100W,1220100,-2.201
23-12-1938,01:20:00,M,543500N,543500,54.35,0055500W,55500,-0.555
23-12-1938,01:20:00,F,543459N,543459,54.34,0055459E,55459,0.554
23-12-1938,01:20:00,F,543500N,543500,54.35,0055500W,55500,-0.555
24-12-1938,03:07:00,F,411000N,411000,41.1,0731159E,731159,7.311
24-12-1938,03:07:00,M,411000N,411000,41.1,0731200W,731200,-7.312
29-12-1938,11:50:00,M,405600N,405600,40.56,0735400W,735400,-7.354
29-12-1938,11:50:00,F,405600N,405600,40.56,0735400W,735400,-7.354
31-12-1938,18:27:00,F,392100N,392100,39.21,0742500W,742500,-7.425
31-12-1938,12:00:00,M,404100N,404100,40.41,0751300W,751300,-7.513
31-12-1938,20:45:00,M,453100N,453100,45.31,1224100W,1224100,-2.241
01-01-1939,12:00:00,M,340300N,340300,34.03,1181400W,1181400,-1.814
01-01-1939,14:41:00,F,414300N,414300,41.43,0444859E,444859,4.448
03-01-1939,12:00:00,M,320400N,320400,32.04,0344600E,344600,3.446
05-01-1939,03:05:00,F,395500N,395500,39.55,0751600W,751600,-7.516
10-01-1939,06:45:00,M,404600N,404600,40.46,0735900W,735900,-7.359
10-01-1939,14:30:00,F,403800N,403800,40.38,0735600W,735600,-7.356
10-01-1939,14:30:00,M,403800N,403800,40.38,0735600W,735600,-7.356
11-01-1939,22:25:00,M,374700N,374700,37.47,1222500W,1222500,-2.225
14-01-1939,14:03:00,M,411800N,411800,41.18,0725500W,725500,-7.255
14-01-1939,14:03:00,F,411800N,411800,41.18,0725500W,725500,-7.255
17-01-1939,03:00:00,M,390700N,390700,39.07,0770400W,770400,-7.704
18-01-1939,08:48:00,M,362400N,362400,36.24,0975300W,975300,-9.753
19-01-1939,19:30:00,M,415100N,415100,41.51,0873900W,873900,-8.739
19-01-1939,19:30:00,F,415100N,415100,41.51,0873900W,873900,-8.739
21-01-1939,07:23:00,M,481300N,481300,48.13,0162000E,162000,1.62
21-01-1939,12:00:00,M,404300N,404300,40.43,0740400W,740400,-7.404
24-01-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
24-01-1939,18:21:00,M,440200N,440200,44.02,0924500W,924500,-9.245
25-01-1939,22:20:00,M,452800N,452800,45.28,0091200E,91200,0.912
27-01-1939,15:00:00,M,404500N,404500,40.45,1115300W,1115300,-1.153
28-01-1939,21:00:00,F,312500N,312500,31.25,0860400W,860400,-8.604
29-01-1939,06:00:00,F,374900S,374900,-37.49,1445800E,1445800,14.458
29-01-1939,12:00:00,M,420200N,420200,42.02,0874100W,874100,-8.741
29-01-1939,06:00:00,M,374900S,374900,-37.49,1445800E,1445800,14.458
31-01-1939,10:23:00,F,411000N,411000,41.1,0731200W,731200,-7.312
31-01-1939,10:23:00,M,411000N,411000,41.1,0731200W,731200,-7.312
01-02-1939,06:05:00,M,303500N,303500,30.35,0321600E,321600,3.216
01-02-1939,10:55:00,F,481300N,481300,48.13,0162000E,162000,1.62
01-02-1939,06:05:00,M,303500N,303500,30.35,0321559E,321559,3.215
04-02-1939,04:30:00,M,390300N,390300,39.03,0823800W,823800,-8.238
06-02-1939,08:40:00,M,445700N,445700,44.57,0930600W,930600,-9.306
06-02-1939,08:40:00,F,445700N,445700,44.57,0930600W,930600,-9.306
07-02-1939,11:15:00,M,415100N,415100,41.51,0873900W,873900,-8.739
10-02-1939,05:15:00,M,452800N,452800,45.28,0091200E,91200,0.912
10-02-1939,05:15:00,F,452800N,452800,45.28,0091200E,91200,0.912
16-02-1939,07:40:00,F,484200N,484200,48.42,0061200E,61200,0.612
19-02-1939,01:00:00,F,470000N,470000,47,0030900E,30900,0.309
23-02-1939,02:00:00,F,545400N,545400,54.54,0235400E,235400,2.354
23-02-1939,09:33:00,M,414300N,414300,41.43,0444859E,444859,4.448
27-02-1939,06:10:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
27-02-1939,06:10:00,F,340300N,340300,34.03,1181500W,1181500,-1.815
28-02-1939,03:00:00,M,485300N,485300,48.53,0021600E,21600,0.216
28-02-1939,12:00:00,M,324000N,324000,32.4,1170000E,1170000,11.7
28-02-1939,11:33:00,M,335500N,335500,33.55,0983000W,983000,-9.83
02-03-1939,06:30:00,M,340400N,340400,34.04,1180700W,1180700,-1.807
02-03-1939,06:30:00,F,340400N,340400,34.04,1180700W,1180700,-1.807
02-03-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
08-03-1939,20:50:00,M,404400N,404400,40.44,0741000W,741000,-7.41
09-03-1939,11:43:00,M,554500N,554500,55.45,0373459E,373459,3.734
18-03-1939,11:59:00,M,393900N,393900,39.39,0850800W,850800,-8.508
20-03-1939,07:47:00,M,491300N,491300,49.13,0681000W,681000,-6.81
20-03-1939,15:21:00,M,340300N,340300,34.03,1181400W,1181400,-1.814
20-03-1939,07:47:00,F,491300N,491300,49.13,0681000W,681000,-6.81
20-03-1939,23:55:00,M,402200N,402200,40.22,0803800W,803800,-8.038
20-03-1939,15:21:00,F,340300N,340300,34.03,1181400W,1181400,-1.814
23-03-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
25-03-1939,11:20:00,F,392100N,392100,39.21,1123400W,1123400,-1.234
25-03-1939,22:12:00,F,414300N,414300,41.43,0444859E,444859,4.448
26-03-1939,03:43:00,M,383459N,383459,38.34,0684800E,684800,6.848
26-03-1939,03:43:00,M,595700N,595700,59.57,0301759E,301759,3.017
27-03-1939,07:00:00,F,340800N,340800,34.08,0795600W,795600,-7.956
29-03-1939,15:05:00,M,452700N,452700,45.27,0122100E,122100,1.221
30-03-1939,12:43:00,F,473600N,473600,47.36,1222000W,1222000,-2.22
30-03-1939,12:43:00,M,473600N,473600,47.36,1222000W,1222000,-2.22
01-04-1939,07:25:00,F,404300N,404300,40.43,0740000W,740000,-7.4
01-04-1939,07:47:00,F,380200N,380200,38.02,0782900W,782900,-7.829
01-04-1939,10:00:00,M,400500N,400500,40.05,0804600W,804600,-8.046
01-04-1939,07:47:00,M,380200N,380200,38.02,0782900W,782900,-7.829
01-04-1939,18:39:00,F,391000N,391000,39.1,0842700W,842700,-8.427
01-04-1939,18:39:00,M,391000N,391000,39.1,0842700W,842700,-8.427
02-04-1939,11:58:00,M,385400N,385400,38.54,0770200W,770200,-7.702
02-04-1939,11:58:00,F,385400N,385400,38.54,0770200W,770200,-7.702
06-04-1939,12:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
07-04-1939,10:30:00,M,510500N,510500,51.05,0004200E,4200,0.042
07-04-1939,09:47:00,M,324700N,324700,32.47,0964800W,964800,-9.648
07-04-1939,01:38:00,F,422000N,422000,42.2,0830300W,830300,-8.303
07-04-1939,10:30:00,F,510500N,510500,51.05,0004200E,4200,0.042
08-04-1939,11:00:00,F,402100N,402100,40.21,0740400W,740400,-7.404
08-04-1939,02:05:00,M,324300N,324300,32.43,1170900W,1170900,-1.709
08-04-1939,11:00:00,M,402100N,402100,40.21,0740400W,740400,-7.404
13-04-1939,12:00:00,M,550000N,550000,55,0071859E,71859,0.718
18-04-1939,06:29:00,F,414000N,414000,41.4,0833300W,833300,-8.333
20-04-1939,02:00:00,F,595500N,595500,59.55,0104500E,104500,1.045
21-04-1939,12:00:00,F,302700N,302700,30.27,0910900W,910900,-9.109
23-04-1939,16:30:00,M,421300N,421300,42.13,0830900W,830900,-8.309
24-04-1939,12:00:00,M,404900N,404900,40.49,0741200W,741200,-7.412
26-04-1939,17:00:00,F,423600N,423600,42.36,0025800E,25800,0.258
27-04-1939,05:00:00,M,522900N,522900,52.29,0132100E,132100,1.321
01-05-1939,11:55:00,F,473600N,473600,47.36,1222000W,1222000,-2.22
01-05-1939,11:55:00,M,473600N,473600,47.36,1222000W,1222000,-2.22
07-05-1939,12:00:00,M,453059N,453059,45.3,0733359E,733359,7.333
08-05-1939,12:20:00,M,453500N,453500,45.35,0940800W,940800,-9.408
15-05-1939,12:40:00,F,340600N,340600,34.06,1182000W,1182000,-1.82
16-05-1939,19:00:00,M,510259N,510259,51.02,0034300E,34300,0.343
17-05-1939,07:03:00,M,500000N,500000,50,0361500E,361500,3.615
22-05-1939,21:10:00,F,395700N,395700,39.57,0750900E,750900,7.509
22-05-1939,19:00:00,M,640900N,640900,64.09,0215100W,215100,-2.151
22-05-1939,19:00:00,F,640900N,640900,64.09,0215100W,215100,-2.151
23-05-1939,05:55:00,M,504900N,504900,50.49,0084600E,84600,0.846
23-05-1939,05:55:00,F,504900N,504900,50.49,0084600E,84600,0.846
25-05-1939,21:30:00,M,534800N,534800,53.48,0021400W,21400,-0.214
25-05-1939,08:00:00,F,354300N,354300,35.43,0884900W,884900,-8.849
25-05-1939,02:45:00,F,394600N,394600,39.46,0860900W,860900,-8.609
25-05-1939,20:43:00,M,422059N,422059,42.2,0425900E,425900,4.259
29-05-1939,08:10:00,M,350500N,350500,35.05,1063900W,1063900,-0.639
01-06-1939,17:15:00,M,424400N,424400,42.44,0874600W,874600,-8.746
07-06-1939,06:54:00,F,414500N,414500,41.45,0724100W,724100,-7.241
07-06-1939,06:54:00,M,414500N,414500,41.45,0724100W,724100,-7.241
07-06-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
09-06-1939,08:00:00,M,414800N,414800,41.48,0131300E,131300,1.313
10-06-1939,18:06:00,M,513359N,513359,51.33,0460159E,460159,4.601
11-06-1939,15:00:00,F,340400N,340400,34.04,1181500W,1181500,-1.815
11-06-1939,15:00:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
18-06-1939,16:05:00,M,104500N,104500,10.45,1064000E,1064000,10.64
22-06-1939,03:15:00,M,420000N,420000,42,0713100W,713100,-7.131
01-07-1939,05:00:00,F,420100N,420100,42.01,0875000W,875000,-8.75
01-07-1939,05:00:00,M,420100N,420100,42.01,0875000W,875000,-8.75
02-07-1939,07:43:00,F,405100N,405100,40.51,0735400W,735400,-7.354
02-07-1939,12:30:00,F,360400N,360400,36.04,0794800W,794800,-7.948
07-07-1939,08:53:00,F,414300N,414300,41.43,0444859E,444859,4.448
09-07-1939,11:10:00,M,370000N,370000,37,0762500W,762500,-7.625
10-07-1939,12:35:00,M,143500N,143500,14.35,1210000E,1210000,12.1
10-07-1939,09:53:00,M,372000N,372000,37.2,0804400W,804400,-8.044
11-07-1939,12:00:00,M,420000N,420000,42,0713000W,713000,-7.13
11-07-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
12-07-1939,08:00:00,M,253200S,253200,-25.32,1524200E,1524200,15.242
12-07-1939,08:00:00,F,253200S,253200,-25.32,1524200E,1524200,15.242
16-07-1939,08:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
19-07-1939,03:46:00,M,524700N,524700,52.47,0200600E,200600,2.006
19-07-1939,03:46:00,F,524700N,524700,52.47,0200600E,200600,2.006
23-07-1939,00:20:00,F,503900N,503900,50.39,0025900E,25900,0.259
24-07-1939,10:55:00,M,350600N,350600,35.06,0770200W,770200,-7.702
26-07-1939,18:17:00,M,410700N,410700,41.07,0875100W,875100,-8.751
28-07-1939,23:56:00,M,514900N,514900,51.49,0043800E,43800,0.438
28-07-1939,23:56:00,F,514900N,514900,51.49,0043800E,43800,0.438
30-07-1939,21:50:00,M,415600N,415600,41.56,0740000W,740000,-7.4
02-08-1939,16:54:00,M,413000N,413000,41.3,0814200W,814200,-8.142
02-08-1939,16:54:00,F,413000N,413000,41.3,0814200W,814200,-8.142
03-08-1939,04:40:00,M,405500N,405500,40.55,0741100W,741100,-7.411
03-08-1939,09:35:00,M,352300N,352300,35.23,1190100W,1190100,-1.901
03-08-1939,09:35:00,F,352300N,352300,35.23,1190100W,1190100,-1.901
03-08-1939,04:40:00,F,405500N,405500,40.55,0741100W,741100,-7.411
09-08-1939,17:15:00,M,443600N,443600,44.36,0104300E,104300,1.043
11-08-1939,07:50:00,M,340300N,340300,34.03,1190700W,1190700,-1.907
12-08-1939,01:51:00,M,350900N,350900,35.09,0900300W,900300,-9.003
12-08-1939,01:51:00,F,350900N,350900,35.09,0900300W,900300,-9.003
17-08-1939,14:10:00,F,390600N,390600,39.06,0943500W,943500,-9.435
22-08-1939,04:30:00,F,410700N,410700,41.07,0740900W,740900,-7.409
22-08-1939,04:30:00,M,410700N,410700,41.07,0740900W,740900,-7.409
22-08-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
23-08-1939,15:15:00,M,443100N,443100,44.31,0880000W,880000,-8.8
23-08-1939,05:03:00,F,374700N,374700,37.47,1222500W,1222500,-2.225
30-08-1939,03:30:00,F,291100N,291100,29.11,0820800W,820800,-8.208
30-08-1939,18:15:00,M,340400N,340400,34.04,1181500W,1181500,-1.815
30-08-1939,03:30:00,M,291100N,291100,29.11,0820800W,820800,-8.208
01-09-1939,01:45:00,F,422000N,422000,42.2,0830300W,830300,-8.303
02-09-1939,12:00:00,M,404400N,404400,40.44,0733800W,733800,-7.338
03-09-1939,15:36:00,F,452500N,452500,45.25,0754200W,754200,-7.542
03-09-1939,09:10:00,M,352200N,352200,35.22,1190100W,1190100,-1.901
03-09-1939,18:24:00,F,421000N,421000,42.1,0421959E,421959,4.219
06-09-1939,12:00:00,M,351000N,351000,35.1,1365500E,1365500,13.655
06-09-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
08-09-1939,12:00:00,M,371300N,371300,37.13,0772400W,772400,-7.724
09-09-1939,08:18:00,F,395700N,395700,39.57,0825859E,825859,8.258
09-09-1939,08:18:00,F,395700N,395700,39.57,0825900W,825900,-8.259
09-09-1939,08:18:00,M,395700N,395700,39.57,0825900W,825900,-8.259
16-09-1939,15:27:00,M,391000N,391000,39.1,0842700W,842700,-8.427
17-09-1939,16:25:00,M,541800N,541800,54.18,0094000E,94000,0.94
17-09-1939,07:00:00,F,364800N,364800,36.48,0984000W,984000,-9.84
18-09-1939,04:24:50,M,554500N,554500,55.45,0373459E,373459,3.734
18-09-1939,12:00:00,F,395700N,395700,39.57,0750900W,750900,-7.509
24-09-1939,07:05:00,F,340300N,340300,34.03,1181500W,1181500,-1.815
24-09-1939,07:05:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
26-09-1939,04:00:00,M,294600N,294600,29.46,0952200W,952200,-9.522
27-09-1939,03:00:00,M,313500N,313500,31.35,1025300W,1025300,-0.253
30-09-1939,12:00:00,M,474500N,474500,47.45,0072000E,72000,0.72
01-10-1939,13:30:00,M,335200S,335200,-33.52,1511300E,1511300,15.113
01-10-1939,23:05:00,M,374600N,374600,37.46,1222500W,1222500,-2.225
04-10-1939,18:54:00,F,410000N,410000,41,0735200W,735200,-7.352
06-10-1939,00:10:00,M,545400N,545400,54.54,0025500W,25500,-0.255
07-10-1939,12:00:00,M,524000N,524000,52.4,0001000E,1000,0.01
08-10-1939,09:30:00,M,292500S,292500,-29.25,1475900E,1475900,14.759
08-10-1939,09:30:00,F,292500S,292500,-29.25,1475900E,1475900,14.759
12-10-1939,10:10:00,M,412700N,412700,41.27,0813300W,813300,-8.133
12-10-1939,10:10:00,F,412700N,412700,41.27,0813300W,813300,-8.133
15-10-1939,23:16:00,M,381400N,381400,38.14,0813400W,813400,-8.134
18-10-1939,21:55:00,M,295700N,295700,29.57,0900500W,900500,-9.005
21-10-1939,23:24:00,F,415100N,415100,41.51,0873900W,873900,-8.739
23-10-1939,05:05:00,F,555300N,555300,55.53,0041500W,41500,-0.415
24-10-1939,04:15:00,F,530100N,530100,53.01,1125000W,1125000,-1.25
24-10-1939,07:45:00,M,350900N,350900,35.09,1075100W,1075100,-0.751
27-10-1939,03:15:00,M,512100N,512100,51.21,0025900W,25900,-0.259
27-10-1939,03:15:00,F,512100N,512100,51.21,0025900W,25900,-0.259
30-10-1939,07:37:00,F,420200N,420200,42.02,0874100W,874100,-8.741
30-10-1939,07:37:00,M,420200N,420200,42.02,0874100W,874100,-8.741
30-10-1939,12:00:00,M,340259N,340259,34.02,1181500E,1181500,11.815
09-11-1939,12:10:00,F,555700N,555700,55.57,0031300W,31300,-0.313
10-11-1939,05:29:00,F,430200N,430200,43.02,1023300W,1023300,-0.233
10-11-1939,05:29:00,M,430200N,430200,43.02,1023300W,1023300,-0.233
12-11-1939,03:05:45,M,504859N,504859,50.48,0042600E,42600,0.426
12-11-1939,03:46:00,M,504900N,504900,50.49,0042600E,42600,0.426
12-11-1939,21:00:00,M,442800N,442800,44.28,0072200E,72200,0.722
13-11-1939,12:00:00,M,420500N,420500,42.05,0710100W,710100,-7.101
18-11-1939,16:39:00,F,403800N,403800,40.38,0735600W,735600,-7.356
18-11-1939,16:39:00,M,403800N,403800,40.38,0735600W,735600,-7.356
18-11-1939,17:00:00,M,452500N,452500,45.25,0754200W,754200,-7.542
24-11-1939,04:12:00,M,374900S,374900,-37.49,1445800E,1445800,14.458
25-11-1939,23:03:00,F,404600N,404600,40.46,0735900W,735900,-7.359
26-11-1939,22:10:00,F,354200N,354200,35.42,0892400W,892400,-8.924
26-11-1939,13:10:00,M,414100N,414100,41.41,0861500W,861500,-8.615
26-11-1939,22:10:00,M,354200N,354200,35.42,0892400W,892400,-8.924
26-11-1939,13:10:00,F,414100N,414100,41.41,0861500W,861500,-8.615
26-11-1939,22:10:00,M,354152N,354152,35.41,0892429E,892429,8.924
28-11-1939,12:00:00,M,403500N,403500,40.35,0740900W,740900,-7.409
28-11-1939,17:58:00,M,352300N,352300,35.23,1190100W,1190100,-1.901
01-12-1939,05:15:00,F,340100N,340100,34.01,1182300W,1182300,-1.823
01-12-1939,16:35:00,M,324700N,324700,32.47,0964800W,964800,-9.648
01-12-1939,05:15:00,M,340100N,340100,34.01,1182300W,1182300,-1.823
02-12-1939,02:00:00,F,411300S,411300,-41.13,1745500E,1745500,17.455
03-12-1939,13:19:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
04-12-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
08-12-1939,06:00:00,M,543500N,543500,54.35,0055500W,55500,-0.555
08-12-1939,06:00:00,F,543500N,543500,54.35,0055500W,55500,-0.555
11-12-1939,23:30:00,M,500500N,500500,50.05,0142600E,142600,1.426
11-12-1939,14:00:00,F,422000N,422000,42.2,0830300W,830300,-8.303
13-12-1939,01:20:00,F,404400N,404400,40.44,0743000W,743000,-7.43
15-12-1939,13:02:00,F,340600N,340600,34.06,1182000W,1182000,-1.82
15-12-1939,12:00:00,M,401900N,401900,40.19,0785500W,785500,-7.855
16-12-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
18-12-1939,12:00:00,M,403818N,403818,40.38,0733826E,733826,7.338
20-12-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
21-12-1939,12:00:00,F,445600N,445600,44.56,0930500W,930500,-9.305
23-12-1939,08:51:00,M,403426N,403426,40.34,0495917E,495917,4.959
24-12-1939,02:38:00,M,405500N,405500,40.55,0740959E,740959,7.409
24-12-1939,02:38:00,F,405500N,405500,40.55,0741100W,741100,-7.411
24-12-1939,20:45:00,M,410800N,410800,41.08,0850800W,850800,-8.508
24-12-1939,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
27-12-1939,06:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
28-12-1939,02:30:00,M,314600N,314600,31.46,0351400E,351400,3.514
28-12-1939,04:45:00,M,473300N,473300,47.33,0073500E,73500,0.735
01-01-1940,17:15:00,M,345300S,345300,-34.53,0561100W,561100,-5.611
01-01-1940,22:10:00,M,491600N,491600,49.16,1230700W,1230700,-2.307
01-01-1940,17:15:00,F,345300S,345300,-34.53,0561100W,561100,-5.611
01-01-1940,14:35:00,F,430059N,430059,43,0410159E,410159,4.101
02-01-1940,22:03:00,M,413800N,413800,41.38,0705600W,705600,-7.056
02-01-1940,11:00:00,M,431200N,431200,43.12,0861400W,861400,-8.614
02-01-1940,11:00:00,F,431200N,431200,43.12,0861400W,861400,-8.614
02-01-1940,10:38:00,M,554500N,554500,55.45,0373459E,373459,3.734
04-01-1940,12:00:00,M,301500N,301500,30.15,1200959E,1200959,12.009
04-01-1940,12:00:00,M,512900N,512900,51.29,0031300E,31300,0.313
06-01-1940,10:30:00,F,311400N,311400,31.14,1212800E,1212800,12.128
13-01-1940,17:11:00,M,391000N,391000,39.1,0842700W,842700,-8.427
14-01-1940,07:00:00,M,520459N,520459,52.04,0041859E,41859,0.418
14-01-1940,12:30:00,F,360900N,360900,36.09,0864700W,864700,-8.647
15-01-1940,00:10:00,M,554000N,554000,55.4,0123500E,123500,1.235
15-01-1940,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
21-01-1940,03:10:00,F,395800N,395800,39.58,0830000W,830000,-8.3
22-01-1940,17:30:00,M,531200N,531200,53.12,0011300W,11300,-0.113
22-01-1940,17:30:00,F,531200N,531200,53.12,0011300W,11300,-0.113
22-01-1940,15:03:00,M,374600N,374600,37.46,1222500W,1222500,-2.225
22-01-1940,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
27-01-1940,17:30:00,M,383500N,383500,38.35,0921200W,921200,-9.212
28-01-1940,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
02-02-1940,03:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
06-02-1940,08:40:00,F,503500N,503500,50.35,0063800E,63800,0.638
06-02-1940,03:40:00,M,452000N,452000,45.2,0973100W,973100,-9.731
06-02-1940,03:40:00,F,452000N,452000,45.2,0973100W,973100,-9.731
06-02-1940,08:40:00,M,503500N,503500,50.35,0063800E,63800,0.638
09-02-1940,15:30:00,M,492500N,492500,49.25,0084300E,84300,0.843
09-02-1940,18:13:00,F,383500N,383500,38.35,1212900W,1212900,-2.129
09-02-1940,12:00:00,M,335500N,335500,33.55,0182200E,182200,1.822
10-02-1940,22:48:00,M,423000N,423000,42.3,0415300E,415300,4.153
11-02-1940,09:45:00,M,502500N,502500,50.25,0034100W,34100,-0.341
11-02-1940,09:45:00,F,502500N,502500,50.25,0034100W,34100,-0.341
11-02-1940,05:30:00,M,430600N,430600,43.06,0851400W,851400,-8.514
11-02-1940,08:00:00,M,543500N,543500,54.35,0055500W,55500,-0.555
17-02-1940,15:00:00,F,325600S,325600,-32.56,1514600E,1514600,15.146
17-02-1940,12:00:00,M,415200N,415200,41.52,0722700W,722700,-7.227
20-02-1940,18:27:00,M,420659N,420659,42.06,0430159E,430159,4.301
22-02-1940,15:55:00,F,513000N,513000,51.3,0001000W,1000,-0.01
23-02-1940,12:09:00,M,404600N,404600,40.46,0735900W,735900,-7.359
24-02-1940,07:59:00,M,430700N,430700,43.07,0772900W,772900,-7.729
24-02-1940,16:58:28,F,541300N,541300,54.13,0091559E,91559,0.915
28-02-1940,05:00:00,M,452000N,452000,45.2,0135000E,135000,1.35
28-02-1940,11:00:00,M,452000N,452000,45.2,0135000E,135000,1.35
28-02-1940,05:00:00,F,452000N,452000,45.2,0135000E,135000,1.35
28-02-1940,11:00:00,F,452000N,452000,45.2,0135000E,135000,1.35
03-03-1940,23:15:00,M,365000N,365000,36.5,0761800W,761800,-7.618
04-03-1940,09:20:00,M,390900N,390900,39.09,1231200W,1231200,-2.312
04-03-1940,09:20:00,F,390900N,390900,39.09,1231200W,1231200,-2.312
05-03-1940,06:00:00,M,431100N,431100,43.11,0000100W,100,-0.001
06-03-1940,14:10:00,M,463100N,463100,46.31,0842000W,842000,-8.42
07-03-1940,01:00:00,M,423500N,423500,42.35,0874900W,874900,-8.749
12-03-1940,01:20:00,M,430200N,430200,43.02,0880000W,880000,-8.8
14-03-1940,20:35:00,M,452800N,452800,45.28,0091200E,91200,0.912
15-03-1940,12:00:00,M,415100N,415100,41.51,0873900W,873900,-8.739
17-03-1940,17:54:00,F,425700N,425700,42.57,0410559E,410559,4.105
24-03-1940,20:30:00,F,364600N,364600,36.46,0982000W,982000,-9.82
24-03-1940,20:30:00,M,364600N,364600,36.46,0982000W,982000,-9.82
25-03-1940,15:10:00,M,363400N,363400,36.34,0961000W,961000,-9.61
25-03-1940,15:10:00,F,363400N,363400,36.34,0961000W,961000,-9.61
25-03-1940,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
26-03-1940,22:31:00,M,405100N,405100,40.51,0735400W,735400,-7.354
26-03-1940,02:18:30,F,595500N,595500,59.55,0301500E,301500,3.015
28-03-1940,05:46:00,M,422000N,422000,42.2,0711300W,711300,-7.113
28-03-1940,05:00:00,M,533300N,533300,53.33,0020800W,20800,-0.208
28-03-1940,05:00:00,F,533300N,533300,53.33,0020800W,20800,-0.208
05-04-1940,02:33:00,F,421500N,421500,42.15,0424000E,424000,4.24
08-04-1940,12:40:00,F,522900N,522900,52.29,0132100E,132100,1.321
09-04-1940,02:40:00,F,254700N,254700,25.47,0801100W,801100,-8.011
12-04-1940,03:30:00,F,415100N,415100,41.51,0873900W,873900,-8.739
15-04-1940,11:45:00,F,513000N,513000,51.3,0001000W,1000,-0.01
16-04-1940,10:10:00,M,554000N,554000,55.4,0123500E,123500,1.235
18-04-1940,17:55:00,F,415400N,415400,41.54,0122900E,122900,1.229
18-04-1940,17:55:00,M,415400N,415400,41.54,0122900E,122900,1.229
18-04-1940,12:00:00,M,335500N,335500,33.55,0802000E,802000,8.02
19-04-1940,21:55:00,M,555400N,555400,55.54,0032000W,32000,-0.32
19-04-1940,05:30:00,M,485200N,485200,48.52,0022000E,22000,0.22
20-04-1940,17:10:00,M,521300N,521300,52.13,0065400E,65400,0.654
24-04-1940,04:10:00,F,381500N,381500,38.15,0854600W,854600,-8.546
24-04-1940,04:10:00,M,381500N,381500,38.15,0854600W,854600,-8.546
25-04-1940,11:02:00,M,404600N,404600,40.46,0735900W,735900,-7.359
25-04-1940,11:02:00,M,403437N,403437,40.34,0735651E,735651,7.356
30-04-1940,04:30:00,M,452200N,452200,45.22,0631600W,631600,-6.316
01-05-1940,16:42:00,M,423000N,423000,42.3,0415300E,415300,4.153
02-05-1940,00:10:00,F,334500N,334500,33.45,0842300W,842300,-8.423
08-05-1940,13:25:00,M,405400N,405400,40.54,0740100W,740100,-7.401
08-05-1940,18:15:00,F,322200N,322200,32.22,0861800W,861800,-8.618
08-05-1940,18:15:00,M,322200N,322200,32.22,0861800W,861800,-8.618
08-05-1940,13:25:00,F,405400N,405400,40.54,0740100W,740100,-7.401
11-05-1940,21:50:00,F,513000N,513000,51.3,0001000W,1000,-0.01
13-05-1940,20:30:00,F,531900N,531900,53.19,0012700W,12700,-0.127
15-05-1940,15:33:00,F,395700N,395700,39.57,0751000W,751000,-7.51
17-05-1940,11:56:00,M,420600N,420600,42.06,0723500W,723500,-7.235
17-05-1940,11:56:00,F,420600N,420600,42.06,0723500W,723500,-7.235
19-05-1940,13:15:00,M,404600N,404600,40.46,0735900W,735900,-7.359
24-05-1940,12:00:00,M,595500N,595500,59.55,0301500E,301500,3.015
28-05-1940,12:00:00,M,592706N,592706,59.27,0300107E,300107,3.001
01-06-1940,05:10:00,M,484900N,484900,48.49,0023100E,23100,0.231
02-06-1940,08:14:00,M,342500N,342500,34.25,1194200W,1194200,-1.942
05-06-1940,02:20:00,M,445900N,445900,44.59,0931600W,931600,-9.316
07-06-1940,06:35:00,F,383700N,383700,38.37,0901200W,901200,-9.012
