Date,Time,ns1:sex,ns1:lat,lat,Latitudes,ns1:lon,lon,Longitudes
14-08-1903,00:30:00,M,384300S,384300,-38.43,0621700W,621700,-6.217
19-08-1903,14:10:00,M,483600N,483600,48.36,0022900E,22900,0.229
19-08-1903,12:30:00,M,421859N,421859,42.18,0710700E,710700,7.107
19-08-1903,12:30:00,F,422000N,422000,42.2,0710700W,710700,-7.107
19-08-1903,20:15:00,F,415200N,415200,41.52,0873900W,873900,-8.739
19-08-1903,12:30:00,M,422000N,422000,42.2,0710700W,710700,-7.107
19-08-1903,20:15:00,M,415200N,415200,41.52,0873900W,873900,-8.739
26-08-1903,21:00:00,M,405100N,405100,40.51,0141700E,141700,1.417
31-08-1903,08:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
02-09-1903,05:00:00,M,434200N,434200,43.42,0071500E,71500,0.715
07-09-1903,23:59:00,M,321300N,321300,32.13,0981200W,981200,-9.812
09-09-1903,06:00:00,M,352700N,352700,35.27,1393900E,1393900,13.939
11-09-1903,05:30:00,M,500700N,500700,50.07,0084000E,84000,0.84
11-09-1903,13:51:00,F,442300N,442300,44.23,0044200E,44200,0.442
13-09-1903,06:00:00,M,533000N,533000,53.3,0134400E,134400,1.344
13-09-1903,08:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
13-09-1903,08:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
18-09-1903,12:00:00,M,502600N,502600,50.26,0303100E,303100,3.031
23-09-1903,01:30:00,M,374900S,374900,-37.49,1445800E,1445800,14.458
25-09-1903,22:30:00,F,484800N,484800,48.48,0020800E,20800,0.208
04-10-1903,03:30:00,M,423400N,423400,42.34,0715900W,715900,-7.159
06-10-1903,12:00:00,M,521500N,521500,52.15,0070559E,70559,0.705
22-10-1903,12:00:00,M,411300N,411300,41.13,0963700E,963700,9.637
23-10-1903,21:05:00,F,390300N,390300,39.03,0954100W,954100,-9.541
24-10-1903,15:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
24-10-1903,15:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
26-10-1903,10:00:00,M,391600N,391600,39.16,0871600W,871600,-8.716
28-10-1903,22:30:00,M,513000N,513000,51.3,0001000W,1000,-0.01
05-11-1903,07:30:00,F,363000N,363000,36.3,0900400W,900400,-9.004
05-11-1903,07:30:00,M,363000N,363000,36.3,0900400W,900400,-9.004
07-11-1903,12:00:00,M,481300N,481300,48.13,0162000E,162000,1.62
08-11-1903,02:30:00,M,493900N,493900,49.39,0003500E,3500,0.035
12-11-1903,04:30:00,M,384200N,384200,38.42,0931400W,931400,-9.314
16-11-1903,09:05:00,F,513000N,513000,51.3,0001000W,1000,-0.01
16-11-1903,09:05:00,M,513000N,513000,51.3,0001000W,1000,-0.01
17-11-1903,14:51:00,F,485700N,485700,48.57,0021900E,21900,0.219
25-11-1903,08:59:00,M,485400N,485400,48.54,0084159E,84159,0.841
25-11-1903,08:59:00,M,485400N,485400,48.54,0084200E,84200,0.842
26-11-1903,19:02:24,M,500500N,500500,50.05,0142600E,142600,1.426
27-11-1903,12:00:00,M,595500N,595500,59.55,0104500E,104500,1.045
30-11-1903,05:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
05-12-1903,13:00:00,M,520900N,520900,52.09,0052300E,52300,0.523
05-12-1903,13:00:00,F,520900N,520900,52.09,0052300E,52300,0.523
05-12-1903,12:00:00,M,511200N,511200,51.12,0001600E,1600,0.016
10-12-1903,05:30:00,F,423700N,423700,42.37,0704000W,704000,-7.04
17-12-1903,09:00:00,F,331700N,331700,33.17,0844600W,844600,-8.446
17-12-1903,09:00:00,M,331700N,331700,33.17,0844600W,844600,-8.446
19-12-1903,12:00:00,M,421745N,421745,42.17,0714247E,714247,7.142
22-12-1903,12:00:00,M,404117N,404117,40.41,0751315E,751315,7.513
05-01-1904,14:00:00,F,450800N,450800,45.08,0902000E,902000,9.02
05-01-1904,14:00:00,F,450900N,450900,45.09,0902000W,902000,-9.02
05-01-1904,14:00:00,M,450900N,450900,45.09,0902000W,902000,-9.02
10-01-1904,14:07:00,M,535200N,535200,53.52,0104100E,104100,1.041
14-01-1904,11:30:00,M,513400N,513400,51.34,0001100W,1100,-0.011
14-01-1904,10:00:00,M,434300N,434300,43.43,0010300W,10300,-0.103
17-01-1904,10:10:00,M,511500N,511500,51.15,0004600W,4600,-0.046
18-01-1904,01:07:00,M,512700N,512700,51.27,0023500W,23500,-0.235
18-01-1904,03:55:00,F,555700N,555700,55.57,0031300W,31300,-0.313
18-01-1904,03:55:00,M,555700N,555700,55.57,0031300W,31300,-0.313
18-01-1904,01:07:00,F,512700N,512700,51.27,0023500W,23500,-0.235
22-01-1904,12:58:00,M,595500N,595500,59.55,0301500E,301500,3.015
22-01-1904,12:58:00,F,595500N,595500,59.55,0301500E,301500,3.015
26-01-1904,07:00:00,M,415100N,415100,41.51,0873900W,873900,-8.739
26-01-1904,12:00:00,M,485159N,485159,48.51,0021959E,21959,0.219
04-02-1904,16:30:00,M,422800N,422800,42.28,0934900W,934900,-9.349
12-02-1904,19:30:00,M,474800N,474800,47.48,0033400E,33400,0.334
17-02-1904,12:00:00,M,501500N,501500,50.15,0105800E,105800,1.058
22-02-1904,13:40:00,M,514500N,514500,51.45,0004000E,4000,0.04
22-02-1904,13:40:00,F,514500N,514500,51.45,0004000E,4000,0.04
23-02-1904,07:08:00,M,404300N,404300,40.43,0740000W,740000,-7.4
25-02-1904,03:00:00,F,395300N,395300,39.53,0863300W,863300,-8.633
01-03-1904,11:30:00,M,404500N,404500,40.45,0950200W,950200,-9.502
04-03-1904,12:00:00,M,420600N,420600,42.06,0723500W,723500,-7.235
07-03-1904,15:00:00,M,512900N,512900,51.29,0115800E,115800,1.158
07-03-1904,15:00:00,M,512900N,512900,51.29,0115759E,115759,1.157
16-03-1904,20:30:00,M,523000N,523000,52.3,0132200E,132200,1.322
20-03-1904,03:15:00,F,415700N,415700,41.57,0753600W,753600,-7.536
20-03-1904,03:15:00,M,415700N,415700,41.57,0753600W,753600,-7.536
26-03-1904,19:25:00,F,404300N,404300,40.43,0740000W,740000,-7.4
26-03-1904,19:25:00,M,404300N,404300,40.43,0740000W,740000,-7.4
27-03-1904,03:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
06-04-1904,20:15:00,F,481300N,481300,48.13,0090100E,90100,0.901
06-04-1904,20:15:00,M,481300N,481300,48.13,0090100E,90100,0.901
09-04-1904,00:54:00,M,481300N,481300,48.13,0162000E,162000,1.62
10-04-1904,07:00:00,M,514500N,514500,51.45,0135600E,135600,1.356
21-04-1904,11:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
22-04-1904,08:15:00,M,404200N,404200,40.42,0740000W,740000,-7.4
24-04-1904,01:00:00,F,515500N,515500,51.55,0042900E,42900,0.429
24-04-1904,01:00:00,M,515500N,515500,51.55,0042900E,42900,0.429
06-05-1904,12:00:00,M,591959N,591959,59.19,0180259E,180259,1.802
11-05-1904,08:45:00,F,421600N,421600,42.16,0025800E,25800,0.258
11-05-1904,08:45:00,M,421600N,421600,42.16,0025800E,25800,0.258
17-05-1904,02:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
20-05-1904,03:00:00,F,513000N,513000,51.3,0001000W,1000,-0.01
21-05-1904,03:14:00,M,413000N,413000,41.3,0735800W,735800,-7.358
02-06-1904,18:00:00,M,454500N,454500,45.45,0211300E,211300,2.113
04-06-1904,08:30:00,F,481800N,481800,48.18,0141800E,141800,1.418
04-06-1904,08:30:00,M,481800N,481800,48.18,0141800E,141800,1.418
08-06-1904,12:00:00,M,552700N,552700,55.27,0041600W,41600,-0.416
10-06-1904,19:00:00,M,445100N,445100,44.51,0002900E,2900,0.029
14-06-1904,02:00:00,F,404300N,404300,40.43,0740000W,740000,-7.4
17-06-1904,22:00:00,M,415100N,415100,41.51,0873900W,873900,-8.739
17-06-1904,22:00:00,F,415100N,415100,41.51,0873900W,873900,-8.739
27-06-1904,12:00:00,M,180000N,180000,18,0764800W,764800,-7.648
02-07-1904,05:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
02-07-1904,05:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
07-07-1904,01:21:00,M,494700N,494700,49.47,0005400E,5400,0.054
08-07-1904,21:51:00,F,484100N,484100,48.41,0061200E,61200,0.612
08-07-1904,21:51:00,M,484100N,484100,48.41,0061200E,61200,0.612
10-07-1904,19:00:00,M,415100N,415100,41.51,0873900W,873900,-8.739
12-07-1904,12:00:00,M,360900N,360900,36.09,0715000E,715000,7.15
14-07-1904,18:19:46,M,511859N,511859,51.18,0121959E,121959,1.219
14-07-1904,12:00:00,M,523800N,523800,52.38,0183159E,183159,1.831
28-07-1904,12:00:00,M,514000N,514000,51.4,0391000E,391000,3.91
30-07-1904,02:00:00,M,483800N,483800,48.38,0021500W,21500,-0.215
02-08-1904,07:00:00,M,542000N,542000,54.2,0100800E,100800,1.008
07-08-1904,12:00:00,M,421953N,421953,42.19,0830244E,830244,8.302
11-08-1904,03:15:00,F,485000N,485000,48.5,0020900E,20900,0.209
11-08-1904,03:15:00,M,485000N,485000,48.5,0020900E,20900,0.209
13-08-1904,12:00:00,M,385300N,385300,38.53,0944900W,944900,-9.449
13-08-1904,12:00:00,F,385300N,385300,38.53,0944900W,944900,-9.449
16-08-1904,12:00:00,M,395019N,395019,39.5,0860130E,860130,8.601
22-08-1904,20:30:00,F,302800N,302800,30.28,1063800E,1063800,10.638
23-08-1904,02:05:00,F,470300N,470300,47.03,0081800E,81800,0.818
23-08-1904,02:05:00,M,470300N,470300,47.03,0081800E,81800,0.818
25-08-1904,04:00:00,F,443900N,443900,44.39,0633600W,633600,-6.336
26-08-1904,23:45:00,M,532100N,532100,53.21,0020200W,20200,-0.202
26-08-1904,23:45:00,F,532100N,532100,53.21,0020200W,20200,-0.202
29-08-1904,12:00:00,M,522900N,522900,52.29,0132100E,132100,1.321
30-08-1904,17:50:00,M,403800N,403800,40.38,0735600W,735600,-7.356
21-09-1904,19:30:00,F,511900N,511900,51.19,0122000E,122000,1.22
21-09-1904,19:30:00,M,511900N,511900,51.19,0122000E,122000,1.22
02-10-1904,10:20:00,F,514600N,514600,51.46,0003500W,3500,-0.035
02-10-1904,10:20:00,M,514600N,514600,51.46,0003500W,3500,-0.035
03-10-1904,12:00:00,M,350559N,350559,35.05,1290300E,1290300,12.903
08-10-1904,18:20:00,F,471500N,471500,47.15,0060159E,60159,0.601
15-10-1904,13:10:00,M,555300N,555300,55.53,0041500W,41500,-0.415
03-11-1904,14:30:00,M,560800N,560800,56.08,0031900W,31900,-0.319
05-11-1904,12:00:00,F,442900N,442900,44.29,0112000E,112000,1.12
08-11-1904,15:00:00,F,563900N,563900,56.39,0025300W,25300,-0.253
11-11-1904,06:40:00,M,485100N,485100,48.51,0022600E,22600,0.226
19-11-1904,15:55:00,M,415100N,415100,41.51,0873900W,873900,-8.739
22-11-1904,12:51:00,F,454500N,454500,45.45,0045100E,45100,0.451
22-11-1904,12:00:00,F,454500N,454500,45.45,0045059E,45059,0.45
27-11-1904,05:30:00,F,505600N,505600,50.56,0065859E,65859,0.658
27-11-1904,05:30:00,M,505600N,505600,50.56,0065900E,65900,0.659
27-11-1904,05:30:00,F,505600N,505600,50.56,0065900E,65900,0.659
06-12-1904,09:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
12-12-1904,08:00:00,F,383700N,383700,38.37,0901200W,901200,-9.012
12-12-1904,08:00:00,M,383700N,383700,38.37,0901200W,901200,-9.012
24-12-1904,15:00:00,F,451600N,451600,45.16,0275800E,275800,2.758
25-12-1904,04:00:00,M,533300N,533300,53.33,0095900E,95900,0.959
25-12-1904,04:00:00,F,533300N,533300,53.33,0095900E,95900,0.959
25-12-1904,12:00:00,M,533259N,533259,53.32,0095900E,95900,0.959
03-01-1905,19:28:00,F,354200N,354200,35.42,1394600E,1394600,13.946
03-01-1905,19:28:00,M,354200N,354200,35.42,1394600E,1394600,13.946
04-01-1905,06:00:00,M,505000N,505000,50.5,0042000E,42000,0.42
21-01-1905,01:30:00,F,485000N,485000,48.5,0013600W,13600,-0.136
25-01-1905,23:50:00,F,474800N,474800,47.48,0130200E,130200,1.302
25-01-1905,23:50:00,M,474800N,474800,47.48,0130200E,130200,1.302
29-01-1905,23:50:00,M,403100N,403100,40.31,0871500W,871500,-8.715
29-01-1905,23:50:00,F,403100N,403100,40.31,0871500W,871500,-8.715
01-02-1905,12:00:00,M,415400N,415400,41.54,0122900E,122900,1.229
02-02-1905,15:30:00,F,595500N,595500,59.55,0301500E,301500,3.015
02-02-1905,15:30:00,M,595500N,595500,59.55,0301500E,301500,3.015
07-02-1905,12:00:00,M,591959N,591959,59.19,0180259E,180259,1.802
12-02-1905,12:00:00,M,513000N,513000,51.3,0001000W,1000,-0.01
16-02-1905,06:15:00,M,340300N,340300,34.03,1181500W,1181500,-1.815
25-02-1905,07:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
02-03-1905,07:51:00,M,433700N,433700,43.37,0012600E,12600,0.126
19-03-1905,11:15:00,M,492900N,492900,49.29,0082900E,82900,0.829
23-03-1905,07:30:00,M,533400N,533400,53.34,0083500E,83500,0.835
24-03-1905,16:00:00,M,471900N,471900,47.19,0090500E,90500,0.905
26-03-1905,21:30:00,M,511300N,511300,51.13,0042500E,42500,0.425
28-03-1905,04:00:00,M,395700N,395700,39.57,0751000W,751000,-7.51
05-04-1905,15:08:00,M,533259N,533259,53.32,0095900E,95900,0.959
05-04-1905,15:08:00,M,533300N,533300,53.33,0095900E,95900,0.959
05-04-1905,15:08:00,F,533300N,533300,53.33,0095900E,95900,0.959
08-04-1905,02:00:00,F,404200N,404200,40.42,0740000W,740000,-7.4
08-04-1905,02:00:00,M,404200N,404200,40.42,0740000W,740000,-7.4
09-04-1905,04:56:00,F,375500N,375500,37.55,0904200W,904200,-9.042
18-04-1905,12:00:00,M,472238N,472238,47.22,1200833E,1200833,12.008
21-04-1905,14:21:00,F,374700N,374700,37.47,1222500W,1222500,-2.225
24-04-1905,07:00:00,M,363900N,363900,36.39,0871000W,871000,-8.71
29-04-1905,04:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
29-04-1905,04:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
29-04-1905,01:35:00,M,555300N,555300,55.53,0041500W,41500,-0.415
11-05-1905,11:00:00,M,334600N,334600,33.46,0842300W,842300,-8.423
11-05-1905,03:00:00,M,515000N,515000,51.5,0045800E,45800,0.458
14-05-1905,21:00:00,M,485300N,485300,48.53,0021600E,21600,0.216
15-05-1905,07:00:00,M,371400N,371400,37.14,0772400W,772400,-7.724
15-05-1905,07:00:00,F,371400N,371400,37.14,0772400W,772400,-7.724
16-05-1905,14:00:00,M,405600N,405600,40.56,0982100W,982100,-9.821
16-05-1905,06:00:00,F,431500N,431500,43.15,0130000E,130000,1.3
16-05-1905,06:00:00,M,431500N,431500,43.15,0130000E,130000,1.3
17-05-1905,06:30:00,F,470700N,470700,47.07,1044300W,1044300,-0.443
19-05-1905,04:02:00,M,353500N,353500,35.35,0922700W,922700,-9.227
20-05-1905,00:30:00,M,520100N,520100,52.01,0052000E,52000,0.52
21-05-1905,09:05:00,F,420000N,420000,42,0832800W,832800,-8.328
21-05-1905,08:15:00,M,484600N,484600,48.46,0081400E,81400,0.814
21-05-1905,08:15:00,F,484600N,484600,48.46,0081400E,81400,0.814
23-05-1905,15:00:00,M,434600N,434600,43.46,0111500E,111500,1.115
24-05-1905,12:00:00,M,493800N,493800,49.38,0414300E,414300,4.143
19-06-1905,05:00:00,M,522900N,522900,52.29,0132100E,132100,1.321
20-06-1905,12:00:00,F,295700N,295700,29.57,0900400W,900400,-9.004
21-06-1905,18:45:00,F,485200N,485200,48.52,0022000E,22000,0.22
21-06-1905,18:45:00,M,485200N,485200,48.52,0022000E,22000,0.22
21-06-1905,12:00:00,M,485159N,485159,48.51,0021959E,21959,0.219
21-07-1905,00:15:00,F,560700N,560700,56.07,0031000W,31000,-0.31
21-07-1905,00:15:00,M,560700N,560700,56.07,0031000W,31000,-0.31
23-07-1905,10:30:00,F,474300N,474300,47.43,0132900E,132900,1.329
25-07-1905,12:00:00,M,434959N,434959,43.49,0255700E,255700,2.557
25-07-1905,01:00:00,M,435000N,435000,43.5,0255700E,255700,2.557
29-07-1905,20:20:00,F,403800N,403800,40.38,0735600W,735600,-7.356
29-07-1905,12:00:00,M,574659N,574659,57.46,0141100E,141100,1.411
02-08-1905,21:00:00,F,461200N,461200,46.12,1113800W,1113800,-1.138
02-08-1905,21:00:00,M,461200N,461200,46.12,1113800W,1113800,-1.138
03-08-1905,07:20:00,F,240200N,240200,24.02,1044000W,1044000,-0.44
09-08-1905,09:05:00,M,420900N,420900,42.09,0711500W,711500,-7.115
09-08-1905,09:05:00,F,420900N,420900,42.09,0711500W,711500,-7.115
23-08-1905,19:10:00,F,413000N,413000,41.3,0814300W,814300,-8.143
27-08-1905,23:45:00,M,513100N,513100,51.31,0072800E,72800,0.728
03-09-1905,12:00:00,M,404251N,404251,40.42,0740022E,740022,7.4
05-09-1905,08:30:00,M,473000N,473000,47.3,0190500E,190500,1.905
05-09-1905,08:30:00,F,473000N,473000,47.3,0190500E,190500,1.905
05-09-1905,07:00:00,M,484900N,484900,48.49,0015300E,15300,0.153
06-09-1905,02:20:00,M,553600N,553600,55.36,0024400W,24400,-0.244
15-09-1905,07:00:00,F,481759N,481759,48.17,0125259E,125259,1.252
18-09-1905,19:30:00,F,592000N,592000,59.2,0180300E,180300,1.803
18-09-1905,19:30:00,M,592000N,592000,59.2,0180300E,180300,1.803
18-09-1905,19:30:00,M,591959N,591959,59.19,0180259E,180259,1.802
24-09-1905,22:12:00,M,294600N,294600,29.46,0952200W,952200,-9.522
24-09-1905,12:00:00,M,433159N,433159,43.31,0063159E,63159,0.631
25-09-1905,06:15:00,F,443100N,443100,44.31,0880100W,880100,-8.801
25-09-1905,06:15:00,M,443100N,443100,44.31,0880100W,880100,-8.801
27-09-1905,18:00:00,F,444300N,444300,44.43,0103600E,103600,1.036
28-09-1905,10:50:00,F,531900N,531900,53.19,0135200E,135200,1.352
30-09-1905,12:00:00,M,534959N,534959,53.49,0013500E,13500,0.135
06-10-1905,02:25:00,M,375200N,375200,37.52,1221600W,1221600,-2.216
06-10-1905,02:25:00,F,375200N,375200,37.52,1221600W,1221600,-2.216
08-10-1905,05:26:00,M,404300N,404300,40.43,0740000W,740000,-7.4
13-10-1905,04:00:00,F,485500N,485500,48.55,0021700E,21700,0.217
13-10-1905,04:00:00,M,485500N,485500,48.55,0021700E,21700,0.217
22-10-1905,09:40:00,F,404300N,404300,40.43,0740000W,740000,-7.4
23-10-1905,06:30:00,M,472300N,472300,47.23,0083200E,83200,0.832
23-10-1905,12:00:00,M,472300N,472300,47.23,0083200E,83200,0.832
01-11-1905,17:00:00,M,415400N,415400,41.54,0122900E,122900,1.229
01-11-1905,17:00:00,F,415400N,415400,41.54,0122900E,122900,1.229
05-11-1905,07:00:00,M,340500N,340500,34.05,1181900W,1181900,-1.819
05-11-1905,07:00:00,F,340500N,340500,34.05,1181900W,1181900,-1.819
17-11-1905,16:52:00,F,592000N,592000,59.2,0180300E,180300,1.803
29-11-1905,14:51:00,F,504300N,504300,50.43,0030900E,30900,0.309
21-12-1905,12:50:00,F,513000N,513000,51.3,0001000W,1000,-0.01
21-12-1905,12:50:00,M,513000N,513000,51.3,0001000W,1000,-0.01
22-12-1905,21:30:00,M,485200N,485200,48.52,0022000E,22000,0.22
11-01-1906,15:00:00,F,472700N,472700,47.27,0081900E,81900,0.819
20-01-1906,10:00:00,M,382500N,382500,38.25,0270859E,270859,2.708
24-01-1906,23:00:00,M,393000N,393000,39.3,0931200W,931200,-9.312
25-01-1906,04:00:00,M,422800N,422800,42.28,0141300E,141300,1.413
08-02-1906,13:25:00,M,472300N,472300,47.23,0083200E,83200,0.832
11-02-1906,09:30:00,F,485200N,485200,48.52,0022000E,22000,0.22
11-02-1906,09:30:00,M,485200N,485200,48.52,0022000E,22000,0.22
12-02-1906,13:30:00,M,475900N,475900,47.59,0075100E,75100,0.751
16-02-1906,11:00:00,M,522000N,522000,52.2,0224200E,224200,2.242
24-02-1906,05:00:00,M,503800N,503800,50.38,0053400E,53400,0.534
25-02-1906,14:30:00,M,394500N,394500,39.45,1045900W,1045900,-0.459
26-02-1906,15:00:00,F,523100N,523100,52.31,0015600W,15600,-0.156
26-02-1906,15:00:00,M,523100N,523100,52.31,0015600W,15600,-0.156
03-03-1906,02:30:00,M,364800N,364800,36.48,0971700W,971700,-9.717
18-03-1906,21:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
19-03-1906,19:30:00,M,511000N,511000,51.1,0070500E,70500,0.705
23-03-1906,12:00:00,F,292500N,292500,29.25,0983000W,983000,-9.83
23-03-1906,12:00:00,M,292500N,292500,29.25,0983000W,983000,-9.83
25-03-1906,09:00:00,M,533700N,533700,53.37,0030200W,30200,-0.302
27-03-1906,09:42:00,M,494559N,494559,49.45,0044300E,44300,0.443
30-03-1906,14:30:00,M,453000N,453000,45.3,0103600E,103600,1.036
31-03-1906,12:00:00,M,350000N,350000,35,1354500E,1354500,13.545
02-04-1906,09:48:00,F,480000N,480000,48,0033000E,33000,0.33
02-04-1906,09:48:00,M,480000N,480000,48,0033000E,33000,0.33
08-04-1906,22:15:00,F,555300N,555300,55.53,0041500W,41500,-0.415
09-04-1906,06:00:00,F,473000N,473000,47.3,0190500E,190500,1.905
09-04-1906,01:00:00,M,511300N,511300,51.13,0025500E,25500,0.255
13-04-1906,20:14:48,F,532000N,532000,53.2,0061500W,61500,-0.615
13-04-1906,20:14:48,M,532000N,532000,53.2,0061500W,61500,-0.615
13-04-1906,12:00:00,M,531959N,531959,53.19,0061500E,61500,0.615
18-04-1906,09:30:00,M,520600N,520600,52.06,0050700E,50700,0.507
22-04-1906,11:30:00,M,413000N,413000,41.3,0903400W,903400,-9.034
22-04-1906,04:00:00,F,541700N,541700,54.17,0002400W,2400,-0.024
22-04-1906,11:30:00,F,413000N,413000,41.3,0903400W,903400,-9.034
24-04-1906,16:23:00,F,453100N,453100,45.31,1224100W,1224100,-2.241
26-04-1906,07:51:00,F,485200N,485200,48.52,0022000E,22000,0.22
28-04-1906,15:30:00,M,523900N,523900,52.39,0050400E,50400,0.504
02-05-1906,19:00:00,M,511600N,511600,51.16,0071100E,71100,0.711
03-05-1906,20:10:00,F,395600N,395600,39.56,0912500W,912500,-9.125
03-05-1906,20:10:00,M,395600N,395600,39.56,0912500W,912500,-9.125
03-05-1906,13:15:00,F,414700N,414700,41.47,0735600W,735600,-7.356
08-05-1906,12:50:00,M,415400N,415400,41.54,0122900E,122900,1.229
17-05-1906,06:00:00,M,430400N,430400,43.04,0892400W,892400,-8.924
03-06-1906,11:00:00,F,383800N,383800,38.38,0901200W,901200,-9.012
03-06-1906,11:00:00,M,383800N,383800,38.38,0901200W,901200,-9.012
06-06-1906,01:00:00,M,463000N,463000,46.3,0634200W,634200,-6.342
07-06-1906,17:00:00,M,504559N,504559,50.45,0150359E,150359,1.503
07-06-1906,17:00:00,M,504600N,504600,50.46,0150300E,150300,1.503
15-06-1906,08:30:00,M,385400N,385400,38.54,0770200W,770200,-7.702
15-06-1906,08:30:00,F,385400N,385400,38.54,0770200W,770200,-7.702
19-06-1906,12:00:00,M,522900N,522900,52.29,0132100E,132100,1.321
21-06-1906,12:00:00,F,474500N,474500,47.45,0072000E,72000,0.72
26-06-1906,18:40:00,M,452800N,452800,45.28,0091200E,91200,0.912
26-06-1906,08:30:00,M,494900N,494900,49.49,0065400E,65400,0.654
28-06-1906,12:00:00,M,501559N,501559,50.15,0190000E,190000,1.9
02-07-1906,20:45:00,M,483500N,483500,48.35,0074500E,74500,0.745
02-07-1906,20:45:00,F,483500N,483500,48.35,0074500E,74500,0.745
02-07-1906,12:00:00,M,483459N,483459,48.34,0074500E,74500,0.745
03-07-1906,06:00:00,M,595500N,595500,59.55,0301500E,301500,3.015
06-07-1906,03:00:00,M,440800N,440800,44.08,0044800E,44800,0.448
08-07-1906,15:00:00,F,413000N,413000,41.3,0814200W,814200,-8.142
09-07-1906,08:30:00,M,513000N,513000,51.3,0001000W,1000,-0.01
12-07-1906,15:00:00,F,512000N,512000,51.2,0064400E,64400,0.644
23-07-1906,12:00:00,M,435159N,435159,43.51,0182459E,182459,1.824
29-07-1906,22:45:00,F,424200N,424200,42.42,0710900W,710900,-7.109
05-08-1906,12:00:00,M,375000N,375000,37.5,0942100W,942100,-9.421
18-08-1906,17:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
21-08-1906,01:00:00,M,485200N,485200,48.52,0022000E,22000,0.22
21-08-1906,01:00:00,F,485200N,485200,48.52,0022000E,22000,0.22
04-09-1906,12:00:00,M,522900N,522900,52.29,0132100E,132100,1.321
06-09-1906,12:00:00,M,485159N,485159,48.51,0021959E,21959,0.219
07-09-1906,18:00:00,M,421900N,421900,42.19,0723800W,723800,-7.238
16-09-1906,11:47:48,M,283600N,283600,28.36,0771200E,771200,7.712
